Y,X1,X2,X3,X4,X5,X6,X7
-0.0105325,975,0.150571004,182.7259979,65.02610016,12.75749969,337.1530151,214
-0.000549998,972,0.151927993,171.8699951,64.73239899,12.85890007,309.1679993,503
-0.0264275,974,0.113241002,198.4349976,64.4312973,12.85820007,113.2730026,212
-0.0097075,975,0.150571004,177.2740021,63.69039917,12.93369961,262.526001,502
-0.0053075,973,0.205087006,192.0950012,62.57149887,12.88570023,115.9380035,502
-0.0051975,975,0.199765995,194.5339966,64.23400116,12.85159969,990.1359863,505
-0.0153725,974,0.142160997,139.0859985,64.18219757,12.80930042,1880.329956,710
-0.032669999,972,0.064854398,83.65979767,63.9054985,12.91209984,2937.090088,645
-0.015015,974,0.071619697,53.13010025,63.6753006,12.91479969,361.1400146,515
-0.0150975,970,0.146075994,78.69010162,63.20009995,13.02820015,515.723999,509
-0.018947501,969,0.101791002,50.71060181,62.68429947,13.16899967,31.98290062,504
-0.065587498,968,0.091156997,45,62.3885994,13.28450012,45.30899811,244
-0.0100375,966,0.0506428,81.86990356,62.04460144,13.35770035,0,244
-0.0074525,966,0.0506428,135,67.33599854,13.38049984,0,502
-0.070785001,975,0.070253797,99.78240204,65.85939789,12.79559994,0,77
-0.068832502,974,0.040514201,135,65.50279999,12.8295002,0,36
-0.068805002,975,0.032029301,206.5650024,66.01730347,12.92210007,0,36
-0.0136125,974,0.059059098,194.0359955,65.82050323,12.86159992,0,77
-0.0639375,975,0.100267999,180,64.97679901,12.84599972,3.998399973,77
-0.050489999,975,0.113241002,161.5650024,64.75520325,12.83549976,7.996799946,77
-0.061297499,974,0.121964,220.2359924,64.74720001,12.87769985,11.99520016,243
-0.032697499,976,0.101285003,171.8699951,64.70510101,12.78369999,186.5919952,502
-0.008965,972,0.141074002,156.0379944,65.28479767,12.70320034,466.480011,502
-0.008965,975,0.136265993,183.0130005,66.00530243,12.91289997,129.2819977,505
-0.00616,971,0.0933806,212.470993,65.2480011,12.92269993,293.2160034,502
-0.023402501,978,0.083522201,239.0359955,65.17839813,12.8991003,254.5650024,501
-0.00957,977,0.0933806,147.529007,64.8891983,12.87209988,85.29920197,503
-0.0050875,974,0.081658997,195.2550049,64.40039825,12.84739971,237.2380066,308
